I,J,V
410,614,1007624.1836697997
1020,4,4007624.183669801
1020,614,837302.6251508849
4,4,-4959122.129447505
4,614,-1007624.1836697997
4,5,11119359.067145504
4,615,-8984751.6326604
5,5,-11119359.067145504
5,615,8984751.6326604
4,410,-1206651.5332024272
4,1020,8000000.000000001
5,410,1206651.5332024272
5,1020,-8000000.000000001
4,4,-9912707.533943078
4,614,984751.6326603999
5,4,9912707.533943078
5,614,-984751.6326603999
45,45,-7372328.676576658
45,655,5992176.309578057
655,45,8992176.309578069
655,655,-15315993.494829422
234,45,7372328.676576658
234,655,-5992176.309578057
844,45,-8992176.309578069
844,655,15315993.494829422
45,234,2418745.6260375218
45,844,-4000000.000000023
655,234,-1000000.0000000056
655,844,14512473.75622513
234,234,-2418745.6260375218
234,844,4000000.000000023
844,234,1000000.0000000056
844,844,-14512473.75622513
45,44,4953583.050539137
45,654,-1992176.309578034
655,44,-7992176.309578063
655,654,803519.7386042943
234,44,-4953583.050539137
234,654,1992176.309578034
844,44,7992176.309578063
844,654,-803519.7386042943
234,45,-3747050.987583451
234,655,2992176.309578064
844,45,-3007823.6904219044
844,655,6435672.63912982
44,45,3747050.987583451
44,655,-2992176.309578064
654,45,3007823.6904219044
654,655,-6435672.63912982
234,234,-1212213.5630817849
234,844,-4000000.000000023
844,234,-1000000.0000000056
844,844,-7273281.37849071
44,234,1212213.5630817849
44,844,4000000.000000023
654,234,1000000.0000000056
654,844,7273281.37849071
234,44,4959264.550665236
234,654,1007823.6904219589
844,44,4007823.69042191
844,654,837608.7393608893
44,44,-4959264.550665236
44,654,-1007823.6904219589
654,44,-4007823.69042191
654,654,-837608.7393608893
44,45,11119379.664159974
44,655,-8984352.61915601
654,45,-5984352.619155979
654,655,8880320.855699284
45,45,-11119379.664159974
45,655,8984352.61915601
655,45,5984352.619155979
655,655,-8880320.855699284
44,234,-1206532.0629556857
44,844,7999999.999999978
654,234,1999999.9999999942
654,844,-7239192.377734114
45,234,1206532.0629556857
45,844,-7999999.999999978
655,234,-1999999.9999999942
655,844,7239192.377734114
44,44,-9912847.60120429
44,654,984352.619156033
654,44,3984352.619155985
654,654,-1641128.47796517
45,44,9912847.60120429
45,654,-984352.619156033
655,44,-3984352.619155985
655,654,1641128.47796517
635,25,-5992375.816330234
635,635,-7372425.195852397
233,25,15317121.02358004
233,635,8992375.8163302
843,25,5992375.816330234
843,635,7372425.195852397
635,233,4000000.0000000456
635,843,2418839.791356798
233,233,-14513038.748140786
233,843,-1000000.0000000112
843,233,-4000000.0000000456
843,843,-2418839.791356798
635,24,1992375.8163301884
635,634,4953585.4044956
233,24,-804082.2754392555
233,634,-7992375.816330189
843,24,-1992375.8163301884
843,634,-4953585.4044956
233,25,6435826.92377531
233,635,3007624.183669799
843,25,-2992375.8163302345
843,635,-3746933.8712931722
634,25,2992375.8163302345
634,635,3746933.8712931722
233,233,-7273129.548926217
233,843,1000000.0000000112
843,233,4000000.0000000456
843,843,-1212188.2581543694
634,233,-4000000.0000000456
634,843,1212188.2581543694
233,24,837302.6251509074
233,634,-4007624.18366981
843,24,-1007624.183669811
843,634,4959122.129447541
634,24,1007624.183669811
634,634,-4959122.129447541
634,25,8984751.632660333
634,635,11119359.067145402
635,25,-8984751.632660333
635,635,-11119359.067145402
634,233,-7999999.999999956
634,843,-1206651.5332024265
635,233,7999999.999999956
635,843,1206651.5332024265
634,24,-984751.632660376
634,634,-9912707.533942975
635,24,984751.632660376
635,634,9912707.533942975
675,65,-5992781.187033795
675,675,-7371583.674418139
411,65,15324996.82773168
411,675,8992781.187033797
1021,65,5992781.187033795
1021,675,7371583.674418139
675,411,4000000.0000000005
675,1021,2420019.570644492
411,411,-14520117.42386695
411,1021,-1000000.0000000001
1021,411,-4000000.0000000005
1021,1021,-2420019.570644492
675,64,1992781.1870337948
675,674,4951564.103773647
411,64,-804879.4038647286
411,674,-7992781.187033796
1021,64,-1992781.1870337948
1021,674,-4951564.103773647
411,65,6439445.24815559
411,675,3007218.8129661777
1021,65,-2992781.1870338023
1021,675,-3744176.661770261
674,65,2992781.1870338023
674,675,3744176.661770261
411,411,-7275792.771846531
411,1021,1000000.0000000001
1021,411,4000000.0000000005
1021,1021,-1212632.1286410885
674,411,-4000000.0000000005
674,1021,1212632.1286410885
411,64,836347.5236909417
411,674,-4007218.8129661777
1021,64,-1007218.8129661983
1021,674,4956808.790411349
674,64,1007218.8129661983
674,674,-4956808.790411349
674,65,8985562.374067584
674,675,11115760.336188383
675,65,-8985562.374067584
675,675,-11115760.336188383
674,411,-8000000.000000001
674,1021,-1207387.4420033863
675,411,8000000.000000001
675,1021,1207387.4420033863
674,64,-985562.3740675821
674,674,-9908372.894184997
675,64,985562.3740675821
675,674,9908372.894184997
63,63,-4937843.067375584
63,673,1018860.1968976125
673,63,4018860.196897613
673,673,-849836.397424361
235,63,4937843.067375584
235,673,-1018860.1968976125
845,63,-4018860.196897613
845,673,849836.397424361
63,235,1220827.4089120026
63,845,-3999999.9999999325
673,235,-999999.9999999829
673,845,7324964.453472015
235,235,-1220827.4089120026
235,845,3999999.9999999325
845,235,999999.9999999829
845,845,-7324964.453472015
63,62,3717015.6584635815
63,672,2981139.80310232
673,62,-3018860.1968976296
673,672,-6475128.056047655
235,62,-3717015.6584635815
235,672,-2981139.80310232
845,62,3018860.1968976296
845,672,6475128.056047655
235,63,-4924079.95519068
235,673,-1981139.8031023869
845,63,-7981139.803102388
845,673,-767257.7243149395
62,63,4924079.95519068
62,673,1981139.8031023869
672,63,7981139.803102388
672,673,767257.7243149395
235,235,-2427891.705639102
235,845,-3999999.9999999325
845,235,-999999.9999999829
845,845,-14567350.23383461
62,235,2427891.705639102
62,845,3999999.9999999325
672,235,999999.9999999829
672,845,14567350.23383461
235,62,7351971.6608297825
235,672,5981139.803102319
845,62,8981139.80310237
845,672,15334607.958149549
62,62,-7351971.6608297825
62,672,-5981139.803102319
672,62,-8981139.80310237
672,672,-15334607.958149549
62,63,9861923.022566516
62,673,962279.6062047735
672,63,3962279.6062047738
672,673,1617094.1217393426
63,63,-9861923.022566516
63,673,-962279.6062047735
673,63,-3962279.6062047738
673,673,-1617094.1217393426
62,235,1207064.296727099
62,845,8000000.000000068
672,235,2000000.000000017
672,845,7242385.780362594
63,235,-1207064.296727099
63,845,-8000000.000000068
673,235,-2000000.000000017
673,845,-7242385.780362594
62,62,-11068987.319293614
62,672,-8962279.606204841
672,62,-5962279.606204791
672,672,-8859479.902101936
63,62,11068987.319293614
63,672,8962279.606204841
673,62,5962279.606204791
673,672,8859479.902101936
23,23,-4936978.205162801
23,633,1017158.4816129849
238,23,4936978.205162801
238,633,-1017158.4816129849
848,23,-4017158.4816129575
848,633,847262.4370252701
23,238,1220524.3888397089
23,848,-4000000.0000000005
238,238,-1220524.3888397089
238,848,4000000.0000000005
848,238,1000000.0
848,848,-7323146.333038254
23,22,3716453.816323092
23,632,2982841.518387016
238,22,-3716453.816323092
238,632,-2982841.518387016
848,22,3017158.4816129575
848,632,6475883.896012983
238,23,-4924455.771182969
238,633,-1982841.518387015
848,23,-7982841.518387045
848,633,-772127.8331462794
22,23,4924455.771182969
22,633,1982841.518387015
238,238,-2428526.3436996196
238,848,-4000000.0000000005
848,238,-1000000.0
848,848,-14571158.062197719
22,238,2428526.3436996196
22,848,4000000.0000000005
238,22,7352982.114882588
238,632,5982841.518387016
848,22,8982841.518387044
848,632,15343285.895343998
22,22,-7352982.114882588
22,632,-5982841.518387016
22,23,9861433.97634577
22,633,965683.0367740024
23,23,-9861433.97634577
23,633,-965683.0367740024
22,238,1208001.954859877
22,848,8000000.000000001
23,238,-1208001.954859877
23,848,-8000000.000000001
22,22,-11069435.931205647
22,632,-8965683.036774004
23,22,11069435.931205647
23,632,8965683.036774004
693,83,-1017158.4816129889
693,693,-4936978.2051627925
237,83,847262.4370252609
237,693,4017158.4816129906
847,83,1017158.4816129889
847,693,4936978.2051627925
693,237,4000000.0000000005
693,847,1220524.388839721
237,237,-7323146.333038326
237,847,-999999.9999999999
847,237,-4000000.0000000005
847,847,-1220524.388839721
693,82,-2982841.5183870117
693,692,3716453.8163230713
237,82,6475883.896013066
237,692,-3017158.4816129906
847,82,2982841.5183870117
847,692,-3716453.8163230713
237,83,-772127.8331462946
237,693,7982841.518387009
847,83,1982841.5183870106
847,693,-4924455.771182965
692,83,-1982841.5183870106
692,693,4924455.771182965
237,237,-14571158.062197674
237,847,999999.9999999999
847,237,4000000.0000000005
847,847,-2428526.3436996127
692,237,-4000000.0000000005
692,847,2428526.3436996127
237,82,15343285.895343969
237,692,-8982841.518387008
847,82,-5982841.518387011
847,692,7352982.114882577
692,82,5982841.518387011
692,692,-7352982.114882577
692,83,-965683.0367740233
692,693,9861433.976345759
693,83,965683.0367740233
693,693,-9861433.976345759
692,237,-8000000.000000001
692,847,1208001.9548598933
693,237,8000000.000000001
693,847,-1208001.9548598933
692,82,8965683.036774024
692,692,-11069435.931205653
693,82,-8965683.036774024
693,692,11069435.931205653
653,43,-1017158.4816129761
653,653,-4936978.205162827
236,43,847262.4370252586
236,653,4017158.481612955
846,43,1017158.4816129761
846,653,4936978.205162827
653,236,4000000.0000000233
653,846,1220524.3888397086
236,236,-7323146.333038253
236,846,-1000000.0000000056
846,236,-4000000.0000000233
846,846,-1220524.3888397086
653,42,-2982841.518387047
653,652,3716453.8163231183
236,42,6475883.8960129935
236,652,-3017158.4816129496
846,42,2982841.518387047
846,652,-3716453.8163231183
236,43,-772127.8331463166
236,653,7982841.518387047
846,43,1982841.5183870238
846,653,-4924455.771183004
652,43,-1982841.5183870238
652,653,4924455.771183004
236,236,-14571158.062197717
236,846,1000000.0000000056
846,236,4000000.0000000233
846,846,-2428526.3436996196
652,236,-4000000.0000000233
652,846,2428526.3436996196
236,42,15343285.895344034
236,652,-8982841.518387053
846,42,-5982841.518387048
846,652,7352982.114882623
652,42,5982841.518387048
652,652,-7352982.114882623
652,43,-965683.0367740202
652,653,9861433.976345748
653,43,965683.0367740202
653,653,-9861433.976345748
652,236,-7999999.9999999795
652,846,1208001.9548598768
653,236,7999999.9999999795
653,846,-1208001.9548598768
652,42,8965683.036774
652,652,-11069435.931205623
653,42,-8965683.036774
653,652,11069435.931205623
146,146,-6009721.59597765
146,756,-7698715.395989653
756,146,-4698715.395989636
756,756,-11860020.573366439
409,146,6009721.59597765
409,756,7698715.395989653
1019,146,4698715.395989636
1019,756,11860020.573366439
146,409,10508491.383255977
146,1019,4669504.7335512815
756,409,7669504.733551279
756,1019,6331971.038249523
409,409,-10508491.383255977
409,1019,-4669504.7335512815
1019,409,-7669504.733551279
1019,1019,-6331971.038249523
146,100,-4498769.787278326
146,710,3029210.662438371
756,100,-2970789.3375616428
756,710,5528049.535116915
409,100,4498769.787278326
409,710,-3029210.662438371
1019,100,2970789.3375616428
1019,710,-5528049.535116915
409,146,4370294.876557884
409,756,7593380.033624971
1019,146,1593380.0336249643
1019,756,-465340.717729331
100,146,-4370294.876557884
100,756,-7593380.033624971
710,146,-1593380.0336249643
710,756,465340.717729331
409,409,-10636966.293976396
409,1019,-3046914.037487963
1019,409,-46914.03748796694
1019,1019,-1269262.2208619625
100,409,10636966.293976396
100,1019,3046914.037487963
710,409,46914.03748796694
710,1019,1269262.2208619625
409,100,6266671.417418511
409,710,-4546465.996137008
1019,100,-1546465.9961369974
1019,710,1734602.938591293
100,100,-6266671.417418511
100,710,4546465.996137008
710,100,1546465.9961369974
710,710,-1734602.938591293
100,146,1639426.7194197655
100,756,105335.36236468214
710,146,3105335.362364672
710,756,12325361.291095769
146,146,-1639426.7194197655
146,756,-105335.36236468214
756,146,-3105335.362364672
756,756,-12325361.291095769
100,409,128474.91072041832
100,1019,-1622590.6960633185
710,409,-7622590.696063312
710,1019,-5062708.817387562
146,409,-128474.91072041832
146,1019,1622590.6960633185
756,409,7622590.696063312
756,1019,5062708.817387562
100,100,-1767901.630140184
100,710,1517255.3336986364
710,100,4517255.33369864
710,710,-7262652.473708207
146,100,1767901.630140184
146,710,-1517255.3336986364
756,100,-4517255.33369864
756,710,7262652.473708207
419,419,-11468252.232217342
419,1029,4960671.249787943
1029,419,7960671.249787953
1029,1029,-6568032.392775675
408,419,11468252.232217342
408,1029,-4960671.249787943
1018,419,-7960671.249787953
1018,1029,6568032.392775675
419,408,5918053.801490935
419,1018,-7526726.5504673
1029,408,-4526726.550467308
1029,1018,11011421.01822715
408,408,-5918053.801490935
408,1018,7526726.5504673
1018,408,4526726.550467308
1018,1018,-11011421.01822715
419,99,5550198.430726406
419,709,2566055.3006793573
1029,99,-3433944.6993206465
1029,709,-4443388.625451476
408,99,-5550198.430726406
408,709,-2566055.3006793573
1018,99,3433944.6993206465
1018,709,4443388.625451476
408,419,-792654.9662922921
408,1029,-1395081.0080637624
1018,419,-7395081.008063752
1018,1029,4750300.729577638
99,419,792654.9662922921
99,1029,1395081.0080637624
709,419,7395081.008063752
709,1029,-4750300.729577638
408,408,-1160510.3370568207
408,1018,-302299.1569170946
1018,408,2697700.843082899
1018,1018,-10704508.91410094
99,408,1160510.3370568207
99,1018,302299.1569170946
709,408,-2697700.843082899
709,1018,10704508.91410094
408,99,1953165.3033491129
408,709,1697380.1649808567
1018,99,4697380.164980853
1018,709,5954208.184523301
99,99,-1953165.3033491129
99,709,-1697380.1649808567
709,99,-4697380.164980853
709,709,-5954208.184523301
99,419,12260907.198509682
99,1029,-3565590.241724188
709,419,-565590.2417241703
709,1029,1817731.6631980215
419,419,-12260907.198509682
419,1029,3565590.241724188
1029,419,565590.2417241703
1029,1029,-1817731.6631980215
99,408,-4757543.464434126
99,1018,7829025.707384425
709,408,1829025.707384403
709,1018,-306912.1041261643
419,408,4757543.464434126
419,1018,-7829025.707384425
1029,408,-1829025.707384403
1029,1018,306912.1041261643
99,99,-7503363.734075555
99,709,-4263435.465660238
709,99,-1263435.4656602328
709,709,-1510819.559071857
419,99,7503363.734075555
419,709,4263435.465660238
1029,99,1263435.4656602328
1029,709,1510819.559071857
196,196,-2340555.3209264963
196,806,1929888.8198005687
806,196,4929888.81980056
806,806,-5963470.474262853
344,196,2340555.3209264963
344,806,-1929888.8198005687
954,196,-4929888.81980056
954,806,5963470.474262853
196,344,990441.6070778288
196,954,-711545.2482117488
806,344,2288454.7517882697
806,954,10423384.373038078
344,344,-990441.6070778288
344,954,711545.2482117488
954,344,-2288454.7517882697
954,954,-10423384.373038078
196,113,1350113.7138486677
196,723,-1218343.5715888198
806,113,-7218343.571588829
806,723,-4459913.898775225
344,113,-1350113.7138486677
344,723,1218343.5715888198
954,113,7218343.571588829
954,723,4459913.898775225
344,196,-5656514.512182397
344,806,2402885.5663092453
954,196,-3597114.4336907887
954,806,4317857.847826134
113,196,5656514.512182397
113,806,-2402885.5663092453
723,196,3597114.4336907887
723,806,-4317857.847826134
344,344,-5296842.40541159
344,954,-7103912.757067951
954,344,-4103912.7570679113
954,954,-10565440.423987214
113,344,5296842.40541159
113,954,7103912.757067951
723,344,4103912.7570679113
723,954,10565440.423987214
344,113,10953356.917593986
344,723,4701027.190758705
954,113,7701027.1907587
954,723,6247582.576161079
113,113,-10953356.917593986
113,723,-4701027.190758705
723,113,-7701027.1907587
723,723,-6247582.576161079
113,196,7997069.833108757
113,806,-4332774.386109743
723,196,-1332774.3861097754
723,806,1645612.6264367239
196,196,-7997069.833108757
196,806,4332774.386109743
806,196,1332774.3861097754
806,806,-1645612.6264367239
113,344,4306400.798333674
113,954,7815458.005279556
723,344,1815458.0052795936
723,954,142056.05094906944
196,344,-4306400.798333674
196,954,-7815458.005279556
806,344,-1815458.0052795936
806,954,-142056.05094906944
113,113,-12303470.631442431
113,723,-3482683.6191698126
723,113,-482683.6191698182
723,723,-1787668.6773857935
196,113,12303470.631442431
196,723,3482683.6191698126
806,113,482683.6191698182
806,723,1787668.6773857935
597,597,-1399113.9434698233
